label,review
Negative,"I got this game for free with the purchase of a graphics card, and honestly, I'm glad I didn't have to pay for it. It's an ok game and a negative review feels a little harsh, but there's no option for a mixed review which is what I would have given.Chapters 1 and 2 are pretty good, I was really enjoying my time with the game in the early stages. I'm now on chapter 6 and would say since chapter 3, the game has started to feel like a slog at times and the lack of polish really starts to show. I'm finding I'm ready to stop playing not long after I've started, whereas at the beginning I struggled to stop playing.Boss fights are really all there is to the game, but a lot of mid-late game bosses are just straight up not fun to fight, with long drawn out combos, hard to avoid grab attacks that take off at least 30% of your HP but usually more, and very few openings. Some require special items to fight (with no indication that you should seek these items out and use them), otherwise the fight is much more difficult and punishing against you to the point where the fight just feels cheap and gimmicky. Some have awful hitboxes and sometimes don't take damage from special attacks, charged attacks or even light attacks when they definitely should have. Getting your focus to a level 4 charge then having the charged attack miss even though it visibly connected is so frustrating.The rock solid spell feels pretty useless late game, which is a shame as earlier on it was very fun to use. I don't think I've seen a single boss since the start of chapter 4 even react to me blocking their attack with it. Either I get thrown back and take no damage, or I block the attack and take damage anyway. The final boss of chapter 4 actually punishes you with a grab attack if you use it. The alternative seems to be using cloud step to go invisible and go stand in a corner until the boss has finished their 10 hit combo, which isn't fun at all for me.Overall, an ok game, but overhyped and not as good as many of the games it's compared to."
Negative,"I was switching between proton profiles and Denuvo DRM displays a message that states: ""Currently your game purchase cannot be re-validated successfully, please wait 24 hours and try again.""  What do you mean I can't play the game I just purchase?"
Negative,Not Game of the Year. Meow.
Negative,"Over-hyped and over-praised.The best part about the game wasn't in the gameplay or graphics, but the beautiful animated sequences and art murals at the end of each chapter."
Negative,"I dont know why people hype the combat. Ghost of Tshushima did the stance thing much better because there was a purpose to switch stances, in this game there is no reason to switch a single time. Weapons are all the same, one is switching the light attacks of thrust stance thats it. Therefor combat is allways the same, no itemisation  at all. Bosses are good and fun which is the only good thing in the game! Story is ok at best. The graphic is very oversharpened and other games did it much better like Horizon Forbbiden West. For me the gameplay is most important and its objectivly not good"
Negative,"First game I ever pre-purchased. Do not regret it, but this is not a game, it's a chore.Graphics is amazing, performance and tuning is outstanding. I love the story, especially how the studio did not try to modify or add any modern crap.Maybe it's only me, maybe I suck, but after 60 h in game, with every new boss my feeling is 'not this again'.I love all NIOH games. Spend over 1000 h playing NIOH on the highest levels. Every new spell, every new skill felt powerful. Every combo was exact and I felt always in control of all my moves. Not in this game.The negative part is related to game play and design decisions- After 55 hours into play, i learned, that certain combos are not possible with my X-box controller setup. Hat to switch to another setup and relearn everything. Try to hold Y, at the same time press X to execute perfect dodge, good luck with that. Miss the full controller configuration capability of Dragon Dogma 2.- Overall bad progress balancing. After playing for many hours you should get a feeling of being rewarded for all the struggle. A feeling of becoming more powerful and stay ahead of most potent enemies. Not in this game. You are always struggling and the rewards feel useless. Even after fighting for 1 - 2 hours and killing a difficult boss, I don't get satisfaction out of it.- In the combat, your combos only work if your exactly match your actions with those of your enemy. If you miss, your combo break and  you are f*cked. - Missing map, not linear game play. You miss a place on the map, you my miss an essential trader of item. Even if you find all the upgrade items, every boss fight is a chore and with out it becomes a nightmare.- Many bosses have one particular hard attack, that is very hard to dodge. Every new try takes you minutes of hard fighting and than you get instantly finished in one strike. It sucks.- Many skills you pick from the three have no noticeable effect. Insufficient balancing.Overall this game feels like trying to drill a hole in wall using a tooth brush."
Negative,"its terrrible. At least if you like gameplay over visuals. Here are some of the things that makes it a low tier DS clone:Game is mostly a boss rush but fighting the bosses arent fun. very little downtime between bosses. Mostly just spam dodge since they have very bad tells and 0-frame attacks.the combat is floaty where dodges arent the same. 1. is good, second is okay i think and then the 3rd have a delay between getting to dodge again.It has both immortal weapons from nioh and an immobalize spell you can use on bosses, so most of the time you are just waiting for that to come back online. You have light and heavy attacks but some light attacks take muuuch longer to finish so you have to try and just use light attack 2 time and then dodge to reset combo. Also at a boss that has an ability that hits a bigger area than the visual indicate and can go invulvuable and if in a bad part of the arena attacks faster than intended so you cant even dodge spam to avoid dmg.furthermore took an ability that should let me negate incomming dmg if i heavy strike combo but that dosent seem to work.Many of the bosses also have that elden ring boss design where they stop mid swing and then hit with all the momentum as if they dident stop.Camera tracking is shit, a lot of the time the boss is only half visible on the side of the screen after dodging attack past thenso with all these tings i would consider bad. there isent anything good except its mytholigy and boss visuals that are new."
Negative,"I ended up refunding. There's clearly a lot of care put into the game, but neither the setting nor the gameplay ended up appealing to me.The controls feel just slightly off. As if its not quite as responsive as I would like. It feels like a hybridization of God of War and Elden Ring, but isn't as tight as either. I feel like it would have better if it had chosen one, rather than trying to merge them. Visually, however, it is incredibly appealing. But I want a bit more than that, and what I experienced in the time before the Refund window would have expired, just didn't sell me on the gameplay."
Negative,"It almost pains me to not recommend Black Myth, because I grew up idolizing Sun Wukong and watching multiple TV adaptations of Journey to the West. I've always wanted more video games to feature the Xi You Ji mythos, and I'm super happy that the larger gaming community has apparently taken a liking to this game. That being said, I could barely stomach playing it.Mechanically, Black Myth is a looser, floatier version of God of War or Dark Souls. Movement is nice and fluid, combat lacks feedback, and the skill tree.... well, it exists. There's some surface-level incorporation of the lore, like parrying being Wukong's ""stone skin"" ability, but the mechanics otherwise feel derivative. I would have liked to see more thoughtfully-considered mechanics that tie into the mythos. I'm also not a fan of spending so much time in the menus for necessary upgradesâ€”parsing tons of info just to make non-decisions is exhausting.Bosses are pretty challenging. Everything comes together in the boss fights, where you have to learn how they move and respond to their attacks. Your first attempt at most bosses will surprise you and likely kill you. You can make your responses easier to execute and your reward for the correct response (i.e. damage you deal) higher through using various upgrades in the menus. This isnâ€™t anything groundbreaking, and there are tons of similar games that better communicate when attacks will land, how various decisions will affect future encounters, and what you need to improve on as a player.Black Myth excels aesthetically, full stop. This is where the game really shines because it isn't outright beaten by its genre peers. Itâ€™s stunning, capturing the vibes of Journey to the West with remarkable authenticity. The intro voice acting in Mandarin is genuine as fuck, and the gameâ€™s cloudy fog effects, distinctly Chinese landscapes, and animations (for the most part) are impressive. However, it often feels like the game was designed to be seen more than played. For example, despite the game's linearity and extremely limited exploration options, I frequently found myself lost and/or halted by invisible walls blocking seemingly walkable paths.  The frame pacing is also inconsistentâ€”even after reducing the settings to maintain a steady 60 fps at 1080p, the game still suffers from random stuttering. So while the visuals are praiseworthy, only players with beefy rigs can fully appreciate them.As someone who thinks Wukong is the coolest dude around and who desperately wishes more video games featured Journey to the West, Iâ€™m happy that Black Myth exists. But I wish it did more to stand out. I wish it wasnâ€™t just a game Iâ€™d already played dozens of times in better forms."
Negative,"This game was bit of a let down after seeing a lot of hype. The combat feels like a sloppy version of a 'souls like' with weird hit boxes and extremely limited options on how you wish to fight. The game is very linear pushing you from one boss to another, you fight each one with a loadout the game wants you to have, there is no variety, there is no choice beyond the talents. You pickup the minimal items between bosses and that's it. It becomes a stale boss grind extremely quickly with very little else to it. Boss -> few npcs, 2/3 items on ground - > Boss -> few npcs, 2/3 items on ground - > Boss etc, repeat for entire game. What I enjoy in souls games is that you can go to X location for this weapon and Y location for this armour to make a build fun, you can grind stats to do specific things, wield specific items, whereas wukong has none of this.The game looks nice, the graphics are very good but performance is not brilliant with quite a few areas causing stuttering or lag however this type of issue will likely be patched out in the future so i don't give that much weight in my overall opinion. I would give this game maybe a 6/10, it was fun for a few hours but got stale very quickly even when progressing rapidly through bosses. I haven't felt compelled to go back and play more at any point, the game hasn't drawn me in at all, in fact thinking about the cost it feels very meh for what i paid. If you enjoy an endless boss spam action game this will be your cup of tea, if you want something with a bit more depth and variety i think you will be disappointed"
Negative,"It's visually stunning, but the novelty wore off quickly for me and became incredibly boring and unfun around half way in (made it to chapter 4).It's basically just an endless corridor of boss fights, many are so difficult that it takes 10 to 30 tries to beat them, there's no difficulty setting in the game, eventually I just loathed the next boss fight, and there is very little else to do other than boss fights.I don't think it deservers a stark ""no"", I would say buy the game at a heavy discount unless you LOVE boss fights and find the Chinese mythology interesting (with respect, I don't)"
Negative,"Visually incredible but the gameplay is extremely inconsistent. The level design is pretty much a non-factor, the landscapes are beautiful but gameplay wise, they're just settings to whale of lesser yaoguai. Many of said lesser yaoguai are immense damage sponges which means taking them out is more of a chore than I'd prefer. This doesn't make them harder to deal with, mind you, they're almost all trivially easy to stunlock when you get them one on one which is 90%+ of your encounters with them. At its worst the level design devolved into major jank, with thin plans to walk across while trying to deflect arrows, an action which would sometimes just send you falling into the abyss. Many areas looked accessible in the world but upon closer inspection were blocked off by a low rock that the monkey king should be able to jump over with ease. In general the levels' visual layout constantly remind you that you're in a game world. Since you aren't really here for the levels, you'd hope that either the narrative or the bosses would be the real show stoppers. The narrative didn't really do it for me. It wasn't bad but it wasn't anything special, even by game standards, and it was marred by what I can only imagine was a mediocre translation. The bosses were more of a mixed bag. All were visually captivating, some were mechanically interesting, and some were horrible. In general the combat is a little too floaty, giving too little visual and auditory feedback on dealing or receiving damage to be truly satisfying. I've seen this game sold as somewhere between a Dark Souls and a God of War on the gameplay style and I can see that, but it lacks the visceral feel of the combat in either series and thus finds itself inferior to both. The worst boss fight I completed before giving up was the dragon in the third area, which constantly floats just high enough that your attacks have maybe a 60% chance of landing. It's not a difficult fight and I cleared it on my second try but it feels more like a fight against janky design than the challenging foe the dragons design should represent. Ultimately the only thing that really impressed me here was the visuals."
Negative,"You constatly die, you constantly dash. There is no map. It's not fun. At least looks good."
Negative,No key rebinding? come on.
Negative,"My review page.  Follow me on twitch![www.twitch.tv]Do be aware that the majority of the reviews for Wukong are from China, even those in English, and as such this review will probably trigger some. We live in a time where singleplayer games without any kind of bs such as pandering to the far left, microtransactions, and similar trash are rare, so rare that whenever a pure singleplayer game with a pretty hefty budget focuses on the right things releases, gamers will instantly love it and ignore all its faults. Black Myth Wukong is one of those games. I am not one of those gamers. Black Myth Wukong is an extremely average action-adventure game that heavily takes inspiration from games of its genre while not excelling at anything in particular. ðŸ‘ The good parts:+Certain boss fights are pretty well-designedðŸ‘ŽThe bad parts:-One of the worst level designs I've ever encountered-Outside of boss fights, there is nothing good-Incredibly boring atmosphereThe story is based on Journey to the West which is a very famous fictional novel in China. It's sadly not a very direct story, similar to God of War, but instead, they decided to go the obtuse route which makes it even worse as the novel itself was already incredibly difficult to follow. Black Myth Wukong's story is more of a giant proverb that heavily focuses on the metaphorical morality of life which felt at odds with itself because, at certain times, it feels like it wanted to be a normal story, similar to God of War or any western media, but then decides to forget it and it starts going into nonstop proverbial dialogues irrelevant to the main story, if we can even call it a story. This is more evident as each chapter has unique cinematics, which were very cool designed, that have a moral at the end, for example, there was this story where a guy finds a wounded fox in the mountains, takes it home to take care of it, it transforms into a beautiful woman and their life begins, however at the end, the woman was actually a demon and she devours his family, but then he wakes up back at the cabin. Realizing the dream was a sign, he kills the fox. These small cinematics were great and the game would've benefited more if they relied on them throughout the chapters, for example being part of the guy's story and the final boss would be the fox demon. Sadly as it is, the story was just average, you have to collect artifacts to become the chosen one, the end. Perhaps for people living in China, it might be more nostalgic than anything else. Story rating: 6.5/10Wukong's gameplay isn't exactly fresh or new and sadly it didn't do anything good or fun up until the end. It copies core mechanics from God of War, Jedi Survivor, and From Software games and mixes them, a jack of all trades master of none. You spam attacks at bosses with tons of health, dodge a few times and that is it. Out of the ""hundreds"" of bosses it has, I can count on one hand the ones that may have required some thinking or learning their attack patterns. A lot of people were dismissive of calling the game a boss rush, however, they are factually wrong because for starters, outside of boss fights, there is absolutely nothing good about the gameplay. The smaller enemies are some of the most boring and uninteresting-designed enemies you've ever faced and are just there to pad the game for no reason. The looting and finding things aspect is average, as most of the good stuff drops from bosses. Sadly since each boss has more and more HP, you're forced to explore and look for mats to increase your damage output else you'll be spending an hour taking down their health. I've never felt a sense of awe or ""wow look at this epic thing I found"" once in the entire game, though I have to give them credit for turning a simple game into a weak RPG as an afterthought. Yes, the game has skill points as you'd expect, and yes most of them are useless.Moving on from the mid aspects of the game, the boss fights is what most people are in for. I say boss fights, but I consider them the average enemy in this game and only a few are actual boss fights. These boss fights are average towards ok. You'll never face anything as terrifying as the likes of Souls games or as amazingly cinematic as the likes of God of War games. To make matters worse, they're all HP sponges, and outside of using a few skills and dodging you're just hitting a wall with your stick. Gameplay rating: 7/10Overall the audio design is decent, I played it with Chinese voice acting and I had no problems with it at all, they all performed quite well. The soundtrack is pretty good, nothing really memorable, but it does a decent job of making the boss fights less boring. As for the rest of the sound effects, nothing really good or bad to say about them. I never felt the environments being alive which would be a minus, but then again, I have a lot of negative things to say about the atmosphere of the game below. Audio rating: 7.5/10The game uses Unreal Engine 5 and as such expect horrible performance if you don't use DLSS or frame generation, expect heavy stutters when the game loads new assets such as boss skills. The worst offenders are the atmosphere and level design. For starters, the game as I mentioned is based on a fantastic fictional novel Journey to the West. If you've seen movies based on it, you might remember some very nice locations and architectural designs. The game has none of that. Instead, you'll be exploring forests and caves that you've seen a million times or outside of your house with a few Buddhist statues and temples copy-pasted for lore reasons. I'm not even joking, watch a walkthrough, that's all you'll ever be in, forests, whether it's dead ones, lush ones, or snowy ones. The second worst offender is the level design. It makes absolutely no sense. If you've played any Dark Souls game you'll know each road you take is masterfully inter-connected to one another, the whole map is a giant playground. Wukong has its main zones split by loadings so they're not connected to one or the other. Furthermore, each zone has multiple paths that lead to nowhere or minibosses making exploration incredibly tedious. The last offender is the input, specifically the reading of it. It's incredibly delayed, certain skills take forever for Wukong to use, for example, you'll have to spam drinks in order for him to actually start drinking them and the same goes for the skills. To make matters worse, certain skills take forever to cast and enemies just attack non-stop which will cancel your skills and put them on cooldown. Sometimes they bugged. It's a mess. Most people will look at the game and say ""Wow look at those graphics, look at those tree leaves flying around you"" and that's all just generic UE5 assets. Everything about the environments felt soulless, like someone generated using ""AI"". Compared to Dark Souls, a game that came out decades ago which on a technical level wasn't that great, Wukong looks incredibly uninspired and would've benefited more if they focused on art rather than pretty trees. Graphics, performance and tech analysis score: 5/10I don't think anyones going to even notice this review, since 90% of the reviews are just blindly praising the game and ignoring its faults, but I advise against purchasing it at full price."
Negative,Keeps ignoring button inputs
Negative,My both arms are amputated and i play with feets. I cant change controls for gamepad which are only for healthly humans. Using Steam input is barely possible with feets. Realy disappointing. Refunded.
Negative,"Very annoying take on the soulslike genre. The main technique bosses have against you is random bullet time, which gets very old in the first 30 minutes in to the game. The invisible walls break the freedom of movement and makes the game feel very narrow.Weapons and armor have next to zero variation. Graphics are beautiful with no regard on optimization."
Negative,"13 hour played, this game only shocked you with the first animation story telling,after that you will face a lot of problem,a lot a Air wall(Collision) blocking the route,even the route seem like you can go through,also there is no MAP for you ,the whole Map design is shit ,the Perfect dodging does't really help u to getting the advantage for the battle.  Anyway Art and music is pretty good, overall is 6/10, 7/10 if u love Journey to the west"
Negative,First 2 chapters are super fun and the fights are amazing. After that every boss just spends the entire fight flying around while you dodge and jump around waiting for them to land so you can get half a combo in before they fly again and spam AOE attacks
Negative,"So I'm writing down points as I'm playing the game. Here will be my thoughts:These RPG games are my favourite. These are the only games that keep me interested and that I love.This game has cool bosses and a high amount of them. The gameplay when fighting is good, but similar no matter what skills you have. Cool ideas, cool transformations, cool feeling when you hit one of those big hits.Final boss is amazing. That is how most of the big bosses SHOULD have been.Now here is what I very much dislike about the game (Not worth 60 Euros for me):0. Story: What story? There is no depth, no passion, nothing really interesting and it does not even go anywhere. You spend the entire game not continuing the story that is presented in the beginning. I guess this is a setup for a second game? Or did we just forget about the entire story?0.1 Why do I feel like skipping most cut-scenes? They are not really interesting or good, besides a couple of them0.2 I don't care about any character in the game....even the main character you play, has no soul....no value, you're just a vessel for the actual protagonist that you for no reason look exactly like1. INVISIBLE WALLS? The map is sooo hard to navigate because of these random invisible walls and prebuilt assets generated randomly . There are invisible walls when fighting bosses in an EMPTY FIELD! There's nothing there but you get stuck in an invisible wall.....2. Can't climb anything...3. Graphics on CINEMATIC are not good enough, not as expected for a 5 years in development game...for 45 hours of mediocre gameplay?4. There are other souls like, OR Action RPG games better than this or on par, some of them on Games Pass. I advise those.5. People inevitably compare it to elden ring, dark souls or Sekiro, because of the genre the devs put it in and some similar mechanics. However, this does not deserve to be in the same sentence. You can get over 1000 hours in elden ring, but here a max of 45 and you're quite done. And Sekiro? Well even if that's a short game as well, it's quite a masterpiece, there is no comparison.6. Bosses are cool... but quite easy so you don't get to enjoy them much, there are too many methods you can dodge and became invulnerable or untargetable. Last boss is the only one I'll remember and the only one that deserves it. All other enemies than bosses are weak6.1 OH MY GOD! - There are quite a few bosses in the game that just keep moving and flying everywhere, out of bounds and of my screen, I just keep running and trying to get to them and they keep doing random moves, unthinkable making no sense whatsoever moves and it's just sooo cumbersome... this is a chore. I actually recorded a boss fight and out of 20 minutes of the fight, 15 of them the boss was flying, being untargetable.. and 5 minutes was doing weird random moves that make no sense.7. All zones feel like stock regions pre-programmed and just used here with a little bit of Chinese flavour.8. Character customizability is weak: Barely customize the weapon... not much difference in weapons just very similar moveset you will play with for the entire game. Armour customizability just mediocre as well9. All zones feel empty and just a path with random mobs, no soul, no other characters in the game feel good...none are interesting, all are basic stock characters.10. Rewards from chests: Incredibly boring pieces of gold that you sell right away.11. No danger whatsoever: You don't lose anything when you die, it's just annoying that you have to walk the road back....12. ""RPG""? Where? You can get pretty much all skill points as you play, there is barely any ""build"", or ""customizability"", and it is all very similar. This would have been a great game in 201013. No stealth or alternate way to play the game. No alternate paths, nothing interesting you can really do but march forward and kill stuff. Everything connects at the end anyways...for no reason14. No reason to replay the game at all. No replayability15. The game sounds like I'm playing a stuffed animal all day long with the monkey sounds.....16. No exploration whatsoever: Found something interesting?? An invisible wall... At best you find 3 bells that take you to a secret boss...welp..17. Abilities and skills are average at best. Transformations are somewhat cool18. So many attacks and skills do not connect and do not hit their target... from regular attacks that go straight through the boss without hitting to even homing spells just don't work, to jump attacks where you bug above the boss and don't hit a homing attack....19. Game edge boundaries? 80% of the game you cannot jump off of cliffs or fall. 20% however, randomly, you can jump off of that cliff, or fall. So you have to hit every place around you to see if you can actually walk over there or an invis wall stops you. There are even doors built into the game that are open but you cannot go through....20. The multiple staff stances are useless...you just pick one and stick with it. At the end even they said fck it and gave you all stances that would randomly happen when you attack....21. So many weapons and armour effects throw words at you about ""spirit skills"", and different other abilities or passives but don't show you what those actually are. You have to go back reading through each skill to see if you can even find the object of discussion and most of the times you cannot and need to search it. Pls take a page from Baldur's gate 3, when you inspect anything, the underlined words actually tell you what they do. Why even underline those words in this game if you don't have an explanation to them?22. Every upgrade or medicine material have such random names and they are so many for no reason that you never know what they are for. You have to go through all the vendors, all the menus and inventory and choices every 30 minutes to find out what you can upgrade at a given moment...23. Most of the armours are irelevant and their bonuses are next to useless, fights feel similar with no matter what armour set you have. Last boss might require a decent build only...24. The open world Mount Huaguo... Later on you get to this open space for the first time in the game and thank God the developers didn't develop an actually open world RPG game because this is a mess... Big open space almost empty with some arenas where you'll get to fight some bosses. The catch? You have to spend a lot of time flying around and hopefully find these bosses AND the biggest mistake is that even if this is an open world area, you still have to do things in an EXACT order, otherwise the story won't move forward. So I explored...silly me, because I quickly found later places where nothing happened, and I spent so much time trying to figure out why... Turns out, that I had to do other things in an exact order before, for an action to trigger in the places I initially found.... lots of time wasted flying around a stock map that was already pre-built in the game engine....lovely, I can feel the... ""passion""? the devs put into this? Still you kill all the bosses in max 2 tries and they are all quite forgettable....25. How is it that I remember all the bosses of the Dark Souls games, Sekiro, Elden Ring....but I remember maybe 1 boss of this game?... There are a lot of them, some quite interesting, but somehow they managed to make everything forgettable... I don't remember almost any region of the game either.... I think there was a lava region...and this weird open space"
Negative,Wait for it in Humble Monthly.
Negative,waste of $70
Negative,"This game has so many things done well like amazing enemy variety, amazing graphics and cool set pieces. Unfortunately, it seems like balancing enemies health and attacks were not a big priority for the devs. Some of the bosses are blatantly unfair (the yellow wind sage for sure) and have WAY too much health. The lock-on in the game is also a joke.I will play again once the devs balance the game"
Negative,"I'm just going to type about the game because I am not a game reviewer, nor do I have expertise on Game Development. However, I've played video games consistently since the early 2000's. This game is good looking. The cinematic elements of the game are a nice touch but it doesn't make up for the fact that the fighting mechanics are not done well. The common enemies are eliminated by button mashing. While the elite enemies tend to have heavy attacks that you dodge once and then spam mash light attack until their HP is gone. This is early game that I'm talking about so it might be possible to have other abilities later on. This review has come to be after I fought the second boss (The water snake noble guy) and can't beat him. Is it because I don't want to be patient? Absolutely I don't want to be patient! But his attacks (I felt the same way about the first boss) are too difficult to read, and I spend my time spam dodging until he's done. I've played and beaten both Dark Souls 3 and Elden Ring (DLC Included) and this game is just mechanically clunky. The fights just feel like you take turns attacking. There is not a defensive strategy early on. I can't block (except archers' arrows but I've only run into 2 of them), I can't parry, and I can't counter.The game looks good, feels ok, but overall the fighting aspect (at least early on) is mechanically impossible to actually feel like a Martial Arts Monkey. I think my only issues is how narrow and closed in the beginning feels. I get that there isn't an open world aspect and that it is very linear. Which in games like Sekiro are fine because it felt like there was some level of exploration. This game locks you into a path that says ""Get good"" but cares more about creating a challenging Fromsoft experience without the vast equipment or abilities that Fromsoft gifts to their players with their choices of character creation. Again, not a game reviewer, just a frustrated gamer that spent $60 on another game that doesn't feel fine tuned. (just feels like with all the open world games nowadays, companies don't know how to create efficient linear maps).I am not returning this and do plan on trying to beat it, but not because I love the video game, but because I love video games.  I could recommend this game for certain types of players, just not ones like me."
Negative,"Yes... if there weren't other games like this I would've probably given a better rating, but due to the nature of the game and not being the only one of the genre (much less the best), it's impossible not to take reference points, and being that the case as much as it pains me, I just can't recommend it as is.I have to start by saying that it seems the game is not greatly optimized and in some PCs (even High End) the graphics seem oversharpened and just not good in general. I have a high-end PC and suffer both problems, the performance is not great and even on the highest settings the game just looks awful, the best way to describe it being that it just looks way too sharpened, almost pixel looking up close, and that's again, with an expensive PC, I don't want to imagine how this runs on lower systems. This is the one that pains me the most, as that was the selling point for me. The combat initially seemed extremely fun, having so much variety and interesting mechanics/new ideas, however, despite all it's ambition to try different things, it just never came together for me. It lacked that spark of satisfaction that other games like Sekiro or Lies of P did, and as much as I didn't want to compare, it's immediately noticeable that it did take inspirations from lots of games, and doing so one would think: ""Great!, it's going to be the best since it took everything that made those games shine and bring it all on a single game!"" well... it was good but not great, by taking so much from other games and mixing it all it seems like they forgot what made those games great, and it was that every single one of those games excelled and mastered something, and by doing so much, they forgot to master anything.The end result being an okay combat that for some reason just leaves you thinking something's gotta be missing and that even when it seems new, it feels a lot like other games you've played before.The boss design was what you could've expected from literally any other company, meaning: generic. Some were interesting but nothing that made me say ""wow"". As for the difficulty, some bosses felt really easy while others felt like a complete chore, I adore difficult games, be it Sekiro, Dark Souls, Sifu, etc. you name it, I've played it, and generally found them enjoyable in their own way, not with this game unfortunately. When I found a boss that felt difficult I was like: ""Finally!"", but for some reason it always ended the same way, with me sighing and just wanting to be over with it as soon as possible, something that almost never happened with other games, but for some reason some bosses felt straight up tedious even when none of them took me a quarter of the time some of the most difficult bosses from other games took me.Some of the factors that made me think this way were: Odd hitboxes, big health pools, odd hitboxes, repetitive moves and oh did I forget?  Odd hitboxes... Out of the dozens of bosses I've fought, only one of them stood out: Tiger Vanguard. One would've thought that after going through so much grinding the rewards would be amazing, well, think twice my guy cause not here. A lot of the rewards given were just straight up useless and the Spark points given to improve abilities felt more often than not that they changed nothing at all. Not a single time do you feel ""powerful"" on the game and neither do you get in like a ""Zen"" mode where you just feel like the game clicked and you can fight your way through without trouble (if you've finished Sekiro you know perfectly what I mean by Zen Mode), because bosses are always changing and finding a way to screw you different than before.Even when trying to play it as it's own thing and not compare it to other games, it felt like an ambitious game that promised much but excelled at nothing, making it impossible not to look back at the games it took inspiration from.Poor performance, half cooked combat, mediocre boss design, tedious difficulty and a not story telling that I didn't care for.Oddly enough, it's not completely unenjoyable, just seemed like it tried to do more than it could, I guess it depends on the kind of games you like to play, but if we compare it to others of similar genres it's really easy to see where this lacks. I would wait for a discount.6.5/10."
Negative,"Was looking forward to getting into this because of the chatter around its success. I got in game and the first area that caught my eye was blocked by an invisible wall. I realised ""oh, it's one of those games."" Go through invisible corridors, kill boring trash mobs, fight spiky bosses.Speaking of combat. It's tried to combine god of war and dark souls but the result is that you are playing god of war and the bosses are playing dark souls.In the short time I played I didn't see anything innovative. It felt like a mashup of several games I have already played."
Negative,Graphics crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash crash
Negative,Great game BUT Steam Deck players beware! Denuvo WILL block your access to the game for 24 hours if you experiment with different Proton versions for more than 5 times a day.I got block 1(one) day after I bought it because I tried to test different Proton versions on the deck. And on a Friday evening no less.I'll change this to a huge Yes when they remove the protection (if ever). I feel that Denuvo punishes legitimate buyers at this point.Thanks I guess...
Negative,"Fun game for the hour I played. But it lags like hell. I'm around 70-100fps on the highest graphics but there is something wrong. Stuttering. Doesn't matter if I change the settings on the graphics, except that I get higher FPS. But still have stuttering. Everything is updated as it should too. Will be to ask for the money back and wait to buy it until/if it gets fixed."
Negative,"I have over an hour played in this game and I have not even made it to the main menu once. Crashes my entire PC anytime that I try to launch the game. My PC is well above the recommended requirements to play. I have tried every remedy that is  posted online at this time and nothing has worked. I would love to play  this game, it really does look like a lot of fun. But unfortunately I have to refund before I am not able to anymore due to ""Play time"" exceeding 2 hours.Edit: Finally got into the game after multiple hours of troubleshooting."
